Company;Position;Requirement;Description;Quota;Available;Address;
PT Bank Hibank Indonesia;Application Developer;Proficient in C#, SQL, HTML, JavaScript. Know about Go Language is better;Create application especially back office & middleware;6;5;Jl. Tomang Raya No.Kav.21-23, RT.1/RW.1;
PT Bintang Toedjoe;Web Developer;Sedang menjalankan pendidikan akhir S1 - IT/Teknik Informatika  Memiliki pengalaman minimal 1 tahun di bidang yang sama.  Pengetahuan yang mendalam tentang Object Oriented Programming (OOP).  Memiliki kemampuan analisa dan pemecahan masalah yang kuat.  Mampu bekerja dalam tim, cepat belajar, kreatif, self-motivated, dan proaktif.  Memiliki kemampuan komunikasi yang baik.  Menguasai dasar-dasar bahasa pemrograman : React JS, Node JS, .Net Core.;Job description:    Develop & Maintenance web  Develop features on the website  Develop Application Programming Interfaces (APIs) to support mobile functionality while staying up to date with technologies, concepts, and best practices for  coding web system  Build a secure and reliable web based system  Fix bugs found on apps  Code, test, debug, and monitor document changes for website  Follow software development best practices  Coordinate with analyst and USER regarding the ongoing project;3;3;Jl. Pulomas Selatan Kav. No.3, RT.3/RW.13, Kayu Putih, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13210;
PT Boss Hire Indonesia;Back End Developer;- Enrolled in computer science program.  - Basic understanding of back-end languages (e.g. Golang, Python, PHP, Laravel).  - Excellent English language skill, both oral and written is a must.  - Passionate with innovation and technology, and keen on doing research.  - Possess ambition and strive for excellence.  - Fast learner with an exceptional can do attitude.;- Write clean, efficient, and maintainable code in a backend programming language.  - Ensure the security and scalability of our backend systems.  - Debug and troubleshoot backend code and server-related issues.;1;1;Unit 02 / 17F, Soho Capital, Podomoro City Tanjung Duren Selatan, Grogol Petamburan Jakarta Barat 11470;
PT Boss Hire Indonesia;Front End Developer;- Enrolled in a computer science  program.  - Basic understanding of frontend languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery, Next.js)  - Excellent English language skill, both oral and written is a must.  - Passionate with innovation and technology, and keen on doing research.  - Possess ambition and strive for excellence.  - Fast learner with an exceptional can do attitude.;- Collaborate with our design and engineering teams to implement visually appealing and user-friendly web interfaces.  - Assist in improving user experiences by implementing design best practices and usability principles.  - Write and execute front-end tests to verify the functionality of your code.  - Contribute to technical documentation, including code comments and documentation of front-end components.;1;1;Unit 02 / 17F, Soho Capital, Podomoro City Tanjung Duren Selatan, Grogol Petamburan Jakarta Barat 11470;
PT Bumi Amartha Teknologi Mandiri ;Data Engineer / Developer;Good understanding of Data Integration, data modeling, and data architecture.  Good SQL script Knowledge.  Strong knowledge of ETL concepts and tools.  Proficiency in at least one of the mentioned ETL Tools (SSIS, Informatica, Talend, Data Stage, Pentaho).  Good problem-solving skills.  Good communication and teamwork abilities.;Implement data modelling concept driven by business requirements.  Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL.  Maintaining database.  Create and maintain optimal data pipeline architecture for data integration using provided ETL tools (e.g. SSIS, Informatica, Talend, IBM Data Stage).  Build data ingestion workflow for data warehouse/data marts/operational data store • Build database based on specification provided.  Perform SQL Query tuning.  Provide logical analysis and solution.;4;4;Chase Plaza 9th Floor Jl. Jend. Sudirman Kav. 21 Jakarta, Indonesia 12920, KARET, SETIA BUDI, JAKARTA SELATAN, DKI JAKARTA 12920;
PT Data Impian Bangsa;Back End Developer;- Have a basic understanding of relevant software engineering and computer science-related concepts.  - Interested in exploring, learning, and implementing new technologies, programming languages, and concepts.  - Continually grow both professionally and personally through various learning and development opportunities.;- Work on high impact projects, backend system and/or our internal tooling  - Learn to deliver requested application on time on scope;5;5;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Data Impian Bangsa;Data Engineer;- Experience of SQL Server, MySQL, Postgress, NoSQL.  - Having knowledge On Big Data technologies (Hadoop, Spark, Apache).  - Have experience with data modeling and building data marts.  - Have experience using javascript.  - Able to work on-site;Job desc:  - Responsible for building and maintaining our end-to-end data pipelines from various data sources.  - Designing, developing, and maintaining our Data Warehouse  - Develop or Maintaining ETL Process from multiple sources.  - Analyze and Organize raw data  - Ensure Data Quality and Data Integrity    Qualifications:  - Experience of SQL Server, MySQL, Postgress, NoSQL.  - Having knowledge On Big Data technologies (Hadoop, Spark, Apache).  - Hands on experience with data modeling and building data marts.  - Hands On using javascript.  - Able to work hybrid;1;1;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Data Impian Bangsa;Development and Operations (DevOps) Engineer;• Studying in Computer Science or related fields, or equivalent professional experience   • Strong understanding of Operating System ( Linux ) • Understand the basic of Security Best Practices   • Solid understanding of DevOps Philosophy, Agile Methods, and Infrastructure as Code   • Humble ,zero egos, and excellent collaborative spirit. We are all here to learn together and grow together as a team   • You have good problem-solving skills and attention to detail  • Experience in Monitoring Tools   • Experience in using Versioning Control tools;• Optimizing Infrastructure Automation thru repetitive refactors and Infra Architecture Review   • Deploying, automating, maintaining, building and managing On-Prem and Cloud-based production systems.   • Manage infrastructure use CI/CD process and automation tools   • Research, design new technology update within Information Technology related to DevOps tools, technology, automation, implementation, improvement, culture and collaborate with all parties to optimize the implementation with least cost and high impact principle   • Develop end to end Site Reliability Engineering to analyze, code, develop. Improve SLI (Service Level Indicator), SLO (Service Level Objective), SLA (Service Level Agreement) to improve performance application with business user   • Design and builds automation tools and critical infrastructures that support the business’s site/software/application platforms for development, testing, and production environments.   • Coordinate with Developer, Infra, Security, Partner, Technology owner and Operations teams to improve automation of workflows, infrastructure, code testing and deployment.   • Managing business’s application/software by ensuring standard compliance, security baseline, procedures and promotes their evolution alongside the business’s systems   • Develop, code and control Cloud Management for AWS/GCP etc. that able to deploy dynamically scalable, available, fault-tolerant, and reliable applications on the Cloud;2;2;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Data Impian Bangsa;Development and Operations (DevOps) Engineer;• Studying in Computer Science or related fields, or equivalent professional experience   • Strong understanding of Operating System ( Linux ) • Understand the basic of Security Best Practices   • Solid understanding of DevOps Philosophy, Agile Methods, and Infrastructure as Code   • Humble ,zero egos, and excellent collaborative spirit. We are all here to learn together and grow together as a team   • You have good problem-solving skills and attention to detail  • Experience in Monitoring Tools   • Experience in using Versioning Control tools;• Optimizing Infrastructure Automation thru repetitive refactors and Infra Architecture Review   • Deploying, automating, maintaining, building and managing On-Prem and Cloud-based production systems.   • Manage infrastructure use CI/CD process and automation tools   • Research, design new technology update within Information Technology related to DevOps tools, technology, automation, implementation, improvement, culture and collaborate with all parties to optimize the implementation with least cost and high impact principle   • Develop end to end Site Reliability Engineering to analyze, code, develop. Improve SLI (Service Level Indicator), SLO (Service Level Objective), SLA (Service Level Agreement) to improve performance application with business user   • Design and builds automation tools and critical infrastructures that support the business’s site/software/application platforms for development, testing, and production environments.   • Coordinate with Developer, Infra, Security, Partner, Technology owner and Operations teams to improve automation of workflows, infrastructure, code testing and deployment.   • Managing business’s application/software by ensuring standard compliance, security baseline, procedures and promotes their evolution alongside the business’s systems   • Develop, code and control Cloud Management for AWS/GCP etc. that able to deploy dynamically scalable, available, fault-tolerant, and reliable applications on the Cloud;2;2;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Data Impian Bangsa;Development and Operations (DevOps) Engineer;• Strong understanding of Operating System ( Linux )  • Understand the basic of Security Best Practices  • Solid understanding of DevOps Philosophy, Agile Methods, and Infrastructure as Code  • Humble ,zero egos, and excellent collaborative spirit. We are all here to learn together and grow together as a team  • You have good problem-solving skills and attention to detail  • Experience in Monitoring Tools  • Experience in using Versioning Control tools;• Optimizing Infrastructure Automation thru repetitive refactors and Infra Architecture Review  • Deploying, automating, maintaining, building and managing On-Prem and Cloud-based production systems.  • Manage infrastructure use CI/CD process and automation tools  • Research, design new technology update within Information Technology related to DevOps tools, technology, automation, implementation, improvement, culture and collaborate with all parties to optimize the implementation with least cost and high impact principle  • Develop end to end Site Reliability Engineering to analyze, code, develop. Improve SLI (Service Level Indicator), SLO (Service Level Objective), SLA (Service Level Agreement) to improve performance application with business user  • Design and builds automation tools and critical infrastructures that support the business’s site/software/application platforms for development, testing, and production environments.  • Coordinate with Developer, Infra, Security, Partner, Technology owner and Operations teams to improve automation of workflows, infrastructure, code testing and deployment.  • Managing business’s application/software by ensuring standard compliance, security baseline, procedures and promotes their evolution alongside the business’s systems  • Develop, code and control Cloud Management for AWS/GCP etc. that able to deploy dynamically scalable, available, fault-tolerant, and reliable applications on the Cloud;2;2;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Data Impian Bangsa;Full Stack Developer;- Have a basic understanding of relevant software engineering and computer science-related concepts.  - Interested in exploring, learning, and implementing new technologies, programming languages, and concepts.  - Continually grow both professionally and personally through various learning and development opportunities.;- Build reusable code and libraries for future use  - Delivering a complete back-end or front-end application  - Creating self-contained, reusable, and testable modules and components.  - Work in team with products and designers for UI/UX.  - Proficient in using Java/React.js/Next.js;2;2;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Dihardja Software Solutions;Web Developer;Qualification :  - Demonstrate strong knowledge of object oriented programming concept (familiarity with Java, Swift/Objective-C, HTML5/GSS3, REST/JSON preferred)  - Passionate about web application development  - Self starter, quick learner, highly motivated, team player  - Fluent in English;Job Description :  - Intern will have hands on experience in developing web-based application using React.js (frontend) and node.js (backend)  - Intern will work in a team and paired with senior developer and usually project manager to implement user requirements and UI/UX design into the application.  - Intern might also be required to develop simple website or applications depending on company projects;3;1;Ruko Prominence 38D No.18, Alam Sutera;
PT Dihardja Software Solutions;Web Developer;Job Description :    Intern will have hands on experience in developing web-based application using React.js (frontend) and node.js (backend)  Intern will work in a team and paired with senior developer and usually project manager to implement user requirements and UI/UX design into the application.  Intern might also be required to develop simple website or applications depending on company projects;Qualification :    - Candidate should ideally be studying in Computer Science/Information Technology major with minimum GPA of 3.00  - Demonstrate strong knowledge of object oriented programming concept (familiarity with Java, Swift/Objective-C, HTML5/GSS3, REST/JSON preferred)  - Passionate about web application development  - Self starter, quick learner, highly motivated, team player  - Fluent in English;3;3;Ruko Prominence 38D No.18, Alam Sutera;
PT Dihardja Software Solutions;Web Developer;Job Description :    Intern will have hands on experience in developing web-based application using React.js (frontend) and node.js (backend)  Intern will work in a team and paired with senior developer and usually project manager to implement user requirements and UI/UX design into the application.  Intern might also be required to develop simple website or applications depending on company projects;Qualification :    - Candidate should ideally be studying in Computer Science/Information Technology major with minimum GPA of 3.00  - Demonstrate strong knowledge of object oriented programming concept (familiarity with Java, Swift/Objective-C, HTML5/GSS3, REST/JSON preferred)  - Passionate about web application development  - Self starter, quick learner, highly motivated, team player  - Fluent in English;3;3;Ruko Prominence 38D No.18, Alam Sutera;
PT Dihardja Software Solutions;Web Developer;Job Description :    Intern will have hands on experience in developing web-based application using React.js (frontend) and node.js (backend)  Intern will work in a team and paired with senior developer and usually project manager to implement user requirements and UI/UX design into the application.  Intern might also be required to develop simple website or applications depending on company projects;Qualification :    - Candidate should ideally be studying in Computer Science/Information Technology major with minimum GPA of 3.00  - Demonstrate strong knowledge of object oriented programming concept (familiarity with Java, Swift/Objective-C, HTML5/GSS3, REST/JSON preferred)  - Passionate about web application development  - Self starter, quick learner, highly motivated, team player  - Fluent in English;3;3;Ruko Prominence 38D No.18, Alam Sutera;
PT Dihardja Software Solutions;Web Developer;Job Description :    Intern will have hands on experience in developing web-based application using React.js (frontend) and node.js (backend)  Intern will work in a team and paired with senior developer and usually project manager to implement user requirements and UI/UX design into the application.  Intern might also be required to develop simple website or applications depending on company projects;Qualification :    - Candidate should ideally be studying in Computer Science/Information Technology major with minimum GPA of 3.00  - Demonstrate strong knowledge of object oriented programming concept (familiarity with Java, Swift/Objective-C, HTML5/GSS3, REST/JSON preferred)  - Passionate about web application development  - Self starter, quick learner, highly motivated, team player  - Fluent in English;3;3;Ruko Prominence 38D No.18, Alam Sutera;
PT Dihardja Software Solutions;Web Developer;Qualification :    - Candidate should ideally be studying in Computer Science/Information Technology major with minimum GPA of 3.00  - Demonstrate strong knowledge of object oriented programming concept (familiarity with Java, Swift/Objective-C, HTML5/GSS3, REST/JSON preferred)  - Passionate about web application development  - Self starter, quick learner, highly motivated, team player  - Fluent in English;Job Description :    - Intern will have hands on experience in developing web-based application using React.js (frontend) and node.js (backend)  - Intern will work in a team and paired with senior developer and usually project manager to implement user requirements and UI/UX design into the application.  - Intern might also be required to develop simple website or applications depending on company projects;3;3;Ruko Prominence 38D No.18, Alam Sutera;
PT Evotech Distribusi;Web Developer;* Good analytical logic  * Familiar in one of programming language such as HTML/CSS, Java, Javascript  * Familiar in MYSQL  * Pro-active, self motivated, able to work independently as well in a team  * eager to learn new technology in Web as well Mobile;* Develop, test, maintain web application based on business application  * Assist in users gathering requirements  * Design, develop and unit test applications in accordance to standard  * Prepare reports, manual and other documentation on the status  HTML/ CSS, javascript, java  * Keen and flexible to learn new technology ;7;1;Puri Indah Financial Tower, 7th floor, Unit 709+710+711, Jl Puri Lingkar Dalam Blok T8, Kembangan, Jakarta Barat;
PT Global Loyalty Indonesia;Back End Developer;1. Basic knowledge in Java, springboot  2. Familiar with SOLID principle  3. Able to work within teamwork environment;1. Write clean code using latest technologies  2. Willing to join internal bootcamp for 2-3 month  3. Maintain and improve concurrent systems;5;5;Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;
PT Global Loyalty Indonesia;Data Scientist;1. Computer science, information system or any related field  2. Familiar with python progamming, SQL, and data manipulation  3. Strong attention to detail;1. Conduct data analysis using SQL and Python Collaborate with Data Science team to provide business data that can help to drive business insights  2. Interpreting data and analyzing results using statistical techniques Integrate data from multiple sources to data platform  3. Build user-friendly dashboards that drive business insights;3;3;Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;
PT Global Loyalty Indonesia;Programmer;Have knowledge about Python, PHP, Vue.js;Create and Develop internal company applications Phyton, PHP, Vue.js;2;2;Jl. Jalur Sutera Bar. No.Kav. 7-9, RT.003/RW.006, Panunggangan Tim., Kec. Pinang, Kota Tangerang, Banten 15143;
PT Hashmicro Solusi Indonesia;Front End Developer;Requirement:    - Proficient understanding of web markup, including HTML5 and CSS3, Javascript / jQuery.    - Proficient understanding of PHP.     - Familiarity with Laravel / Wordpress development is a plus.    - Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS.    - Proficient understanding of client-side scripts and JavaScript frameworks, including jQuery.    - Basic knowledge of image maker tools, to be able to crop, resize, or make small adjustments to the image. Familiarity with tools like Gimp or Photoshop is a plus.;Job Description:    - Develop new user-facing features.    - Build reusable code and libraries for future use.    - Ensure the technical feasibility of UI/UX designs.    - Optimize application for maximum speed and scalability.    - Assure that all user input is validated before submitting to the back-end.    - Integrating user-facing elements using server-side logic.    - Assessing and prioritizing digital marketing feature requests.;2;2;Jl. Balikpapan Raya No 9 A-C;
PT Hashmicro Solusi Indonesia;Programmer;Qualification:    - Understanding of Odoo framework development  - Able to integrate multiple data sources and databases into one system  - Understanding of fundamental design principles behind a scalable application  - Understanding of the threading limitations of Python and multi-process architecture  - Interest in enterprise applications development;Job Description    - Coordinating with development teams to determine application requirements.  - Writing scalable code using Odoo Framework  - Testing and debugging applications.  - Analyze, design and optimize database structure.  - Developing back-end components.  - Integrating user-facing elements using server-side logic.  - Assessing and prioritizing client feature requests.  - Integrating data storage solutions.  - Coordinating with front-end developers.  - Reprogramming existing databases to improve functionality.;6;6;Jalan Balikpapan Raya No. 9 A - C;
PT INDONESIA FINTOPIA TECHNOLOGY;Back End Developer;?In-depth knowledge of Java, J2EE and related java technologies  ?Familiar with more than one database. Preferable: MySQL, Redis, Mongo.  ?Bachelor degree in computer science or a related field.  ?The ability to think logically  ?Excellent listening and questioning skills, combined with the ability to interact confidently with clients to establish  ;?Work across the full stack, building highly scalable distributed solutions that enable positive user experiences and measurable business growth  ?Develop new features and infrastructure development in support of rapidly emerging business and project requirements  ?You will champion best practices like writing clean and reusable code using practices like TDD, SOLID principles, OO design, and pair programming  ?Ensure application performance, uptime, and scale, maintaining high standards of code quality and thoughtful application design  ;1;1;Menara Dea Tower 2, Mega Kuningan;
PT INDONESIA FINTOPIA TECHNOLOGY;Full Stack Developer;? Strong communication skills, teamwork abilities, and a sense of responsibility, with a strong aptitude for learning.  ? Solid foundation in operating systems, familiarity with Linux/Windows.  ? Familiarity with TCP/IP protocols and troubleshooting skills.  ? Proficiency in Shell and Python scripting, familiar with Django/Flask frameworks.  ? Familiarity with automation configuration tools such as Ansible/Puppet/Salt.  ? Familiarity with CI/CD workflows, devops-related tools, and experience with pipeline development.  ? Familiarity with Prometheus and practical experience with related projects.  ? Familiarity with log collection, analysis, and related open-source components, proficient in using Logstash/ElasticSearch, etc.  ? Understanding of K8S and its surrounding ecosystem, with practical experience in Docker/Kubernetes.  ? Familiarity with SQL, with some knowledge of MySQL, Redis, Kafka, and other middleware.  ? Some understanding of microservices architecture, Spring Boot, and distributed cluster principles.;?Provide operational support for development/testing/production environments.  ?Develop DevOps tool platforms.  ?Participate in the deployment, maintenance, troubleshooting, and optimization of Kubernetes clusters.;1;1;Menara Dea Tower 2, Mega Kuningan;
PT Interskala Medika Indonesia;Data Analyst;- Berasal dari Jurusan Information System  - Diutamakan laki-laki;- Bertanggung jawab memahami dan menggunakan Excel & XLS  - Bertanggung jawab membuat custom laporan sesuai kebutuhan  - Bertanggung jawab membuat dashboard data, grafik, dan visualisasi  - Bertanggung jawab membuat laporan & menyampaikan hasil analisis data  - Bertanggung jawab menganalisis, memantau, sekaligus mengaudit data (kualitas)  - Bertanggung jawab membantu rekap laporan pencapaian sales setiap hari, bulan & tahun;4;3;Green Sedayu Biz Park DM 15 No.116, Jl. Daan Mogot No.KM. 18, RT.3/RW.8, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota;
PT Interskala Medika Indonesia;Programmer;Menguasai VB NET dan Android Studio ;- Berpartisipasi dalam proses pengembangan dan perancangan software   - Melakukan pengujian terhadap program untuk memastikan kualitas   - Melakukan perbaikan software jika ada masalah   - Melakukan pengawasan terhadap database software ;4;4;Green Sedayu Biz Park Jl. Daan Mogot KM. 18, DM 15 No.116, RT.3/RW.8, Kalideres, West Jakarta City, Jakarta (PT Interskala Sehat Sejahtera), KALIDERES, KALIDERES, JAKARTA BARAT, DKI JAKARTA 11840 ;
PT Interskala Medika Indonesia;Programmer;Menguasai VB NET dan Android Studio  ;- Berpartisipasi dalam proses pengembangan dan perancangan software  - Melakukan pengujian terhadap program  untuk memastikan kualitas  - Melakukan perbaikan software jika ada masalah  - Melakukan pengawasan terhadap database software;4;4;Green Sedayu Biz Park Jl. Daan Mogot KM. 18, DM 15 No.116, RT.3/RW.8, Kalideres, West Jakarta City, Jakarta (PT Interskala Sehat Sejahtera);
PT JAPFA COMFEED INDONESIA Tbk;Application Developer;1. Have a strong communication & interpersonal skill to interact with internal     team, projcet sponsor, and stakeholders.  2. Expertise in evaluating & creating innovative solutions.  3. Sound knowledge in finding the loop hole / implication of a     processes / changes.    Technical Skill  - Familiar with : Flutter                           : Object Oriented Programming (Java or Dart)                           : Reusable components or widgets                           : Api & JSON.                           : Clean Code or Feature First Approach in Mobile Dev concept.  - How to debugging error and find solution.;Coding and building the user-facing components of websites, applications, or software.;2;1;Wisma Millenia Lt. 4 JL. MT. Haryono Kav. 16;
PT JAPFA COMFEED INDONESIA Tbk;Back End Developer;1. Have a strong communication & interpersonal skill to interact with internal     team, projcet sponsor, and stakeholders.  2. Expertise in evaluating & creating innovative solutions.  3. Sound knowledge in finding the loop hole / implication of a     processes / changes.    Technical Skill  Familiar with : Python                          : API                          : Django framework                         : Flusk                         : General database operation (i.e : create table, package,                            procedure, trigger, indexing, primary key).                         : Version Control (Git)                         : Data Structures and Algorithms (array, list, looping, sorting)                         : HTML, CSS, and JavaScript                         : Servers (Apache, Nginx);Building and maintaining the server-side of web applications, focusing on the logic, database interactions, and server operations;2;2;Wisma Millenia Lt. 4 JL. MT. Haryono Kav. 16;
PT Kreasi Sejahtera Teknologi;Programmer;Knew HTML, PHP Knowledge is plus, computer science mayor, willing to learn;Coding, Build Software;2;2;Graha Charis Siem, Jalan Tanah Abang V No. 19;
PT Kurnia Ciptamoda Gemilang;Web Developer;- Work in Details  - Committed to working for a long period of time  - Interested in coding, programming, and website developing. ;- Frontend and Backend framework (ANGULARJS, EXPRESSJS, YII2 FRAMEWORK)  - Typescript programming language (web, server side, mobile, desktop)  - Dart Programming language (web, mobile, desktop)   - Webserver setup: NGINX SERVER, LITESPEED, LOAD BALANCE, AND SSL CONFIGURATION  - Familiar with rest full API and RSS (XML & JSON) and GIT REPOSITORY.;1;1;Jalan Buntu No. 40, RT.09/RW.10 Grogol Selatan Kebayoran Lama RT.6, RT.6/RW.10, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220;
PT Medifa Infoyasa Suryantara;Programmer;• Currently undergraduate in Computer Science or a related field.  • Strong understanding of front-end web technologies, including HTML, CSS, and JavaScript.  • Familiarity with ASP.NET Core framework, C# programming language.  • Familiarity with Blazor Framework is a plus  • Experience with front-end frameworks/libraries such as Bootstrap, jQuery, or Angular.  • Knowledge of responsive web design principles.  • Basic understanding of back-end development, RESTful APIs, and/or gRPCs.  • Proficiency in version control systems, such as Git.  • Strong problem-solving and debugging skills.  • Excellent teamwork and communication skills;• Develop and maintain front-end components of web applications using ASP.NET technologies, including HTML, CSS, and JavaScript.  • Collaborate with designers and back-end developers to implement user interface designs that meet functional and aesthetic requirements.  • Optimize web applications for maximum speed and scalability.  • Ensure cross-browser and cross-platform compatibility.  • Perform debugging and troubleshooting of front-end issues to ensure smooth user experience.  • Stay up-to-date with emerging front-end development trends and best practices.;2;2;Jl. Cipinang Cempedak II No.35A, Cipinang Cempedak, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 1334;
PT Medifa Infoyasa Suryantara;Programmer;• Currently undergraduate in Computer Science, Information Technology, or a related field.  • Strong interest in software quality assurance and testing.  • Basic understanding of software development concepts.  • Excellent attention to detail and analytical skills  • Effective communication and problem-solving abilities.  • Eagerness to learn and work collaboratively within a team.  • Familiarity with testing tools and methodologies is a plus.;• Execute test cases and test scripts to identify software defects and ensure functionality meets specified requirements.  • Document and report defects, including clear and concise descriptions and steps to reproduce issues.  • Conduct regression testing to verify that previously identified issues have been resolved.  • Assist in creating and maintaining test documentation, including test plans, test cases, and test data.  • Set up test environments, including software and hardware configurations, as needed for testing.  • Collaborate with development teams to ensure clear communication and understanding of requirements and issues.  • Stay up-to-date with software testing methodologies, tools, and best practices.  • Perform ad hoc testing as necessary to identify potential issues.  • Depending on skills and project needs, there may be opportunities to assist with test automation tasks;1;1; Jl. Cipinang Cempedak II No.35A, Cipinang Cempedak, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340;
PT Mixtra Inti Tekindo;Back End Developer;Menguasai bahasa programming PHP, Laravel, .NET / C# (lebih disukai);Merancang database, Merancang struktur model data, dan coding, menguasai Framework Laravel;5;3;Komp. Harmoni Plaza Blok A No. 16-17, Jl. Suryopranoto, Petojo Utara, Gambir, Jakarta Pusat;
PT Mixtra Inti Tekindo;Front End Developer;Menguasai bahasa programming CSS, Javascript, ReactJS / React Native;Membuat website, coding, membuat basic web, dan react native (nilai tambahan);5;2;Komp. Harmoni Plaza Blok A16-17, Jl. Suryopranoto, Petojo Utara, Gambir, Jakarta Pusat;
PT Nan Darma Kanigara;Full Stack Developer;- Proficiency in front-end technologies (HTML, CSS, JavaScript) and modern JavaScript frameworks (React, Angular, Vue).  - Strong knowledge of back-end technologies and frameworks (Node.js, Django, Ruby on Rails, etc.).  - Experience with database systems (SQL and NoSQL).  - Understanding of server architecture and cloud services.  - Excellent problem-solving and teamwork abilities.;- Develop and maintain both front-end and back-end components of web applications.  - Design user interactions on web pages and develop back-end servers and APIs.  - Collaborate with the design and product teams to translate designs and wireframes into high-quality code.  - Identify and resolve performance and security issues.  - Work on various projects and initiatives, ensuring optimal functionality and user experience.  - Coding new features for front-end ;1;1;Batununggal Indah Raya No. 369, Batununggal, Bandung;
PT Periksa Solusi Indonesia;Back End Developer;– Memiliki pengetahuan dan pengalaman menggunakan framework NodeJs, Express, dan NestJs.  – Memiliki pengetahuan yang dalam terkait REST API dan microservices architecture.  – Memiliki pengalaman menggunakan Unit Testing framework such as Jest.  – Memiliki pengetahuan terkait Docker.  – Memiliki pemahaman yang baik terkait website integration dan software creation.  – Memiliki pengetahuan yang kuat terkait OOP (Object Oriented Programming).  – Bisa menggunakan versioning control system seperti GIT.  – Memiliki kemampuan analisis dan penyelesaian masalah yang kuat.  – Self-motivated, driven and fast learner.;– Mengembangkan dan memelihara aplikasi backend menggunakan NodeJS.  – Mengembangkan dan memelihara database menggunakan MySQL dan PostgreSQL.  – Membangun dan memelihara database menggunakan Redis.  – Membuat unit testing menggunakan JEST.  – Menunjukkan kemampuan dokumentasi teknis.  – Menyelesaikan tugas secara efektif dan dalam tenggat waktu yang sudah ditetapkan.  – Menjunjung tinggi pengiriman standar berkualitas tinggi (dan kepatuhan web).  – Memecahkan masalah dan memperbaiki masalah apa pun yang berkaitan dengan program NodeJS;5;5;Gedung SOHO Pancoran, tower Splendor Unit 2102, Tebet, Jakarta Selatan;
PT Periksa Solusi Indonesia;Data Analyst;- Dapat mengoperasikan komputer dengan baik  - Menguasai Microsoft tools dan Gsheet dengan sangat baik  - Dapat mengetik dengan cepat  - Berorientasi terhadap detail dan akurasi data dalam jumlah besar  - Mampu berkomunikasi secara tertulis dan verbal, serta secara online dengan baik;- Mempersiapkan dan menyortir dokumen sebelum datanya dimasukkan ke dalam sistem perusahaan.  - Memeriksa dan memastikan keakuratan data yang sudah dimasukkan ke dalam database.  - Menyelesaikan perbedaan informasi dan data yang tidak lengkap.  - Membuat data cadangan yang menjadi bagian dari rencana kontingensi.  - Menyiapkan laporan yang relevan sesuai dengan kebutuhan.  - Mengidentifikasi dan mengoreksi kesalahan saat memasukkan data menggunakan metode kontrol kualitas yang sesuai;2;2;Gedung Soho Pancoran, Unit 2102, Jl. Let. Jend. MT. Haryono Kav 2-3, Tebet Bar., Tebet;
